ts,symbol,funding_pct_8h,annual_funding_pct,mark_price,hedgeable,go
2026-07-25T17:20:24+00:00,ETHUSD,0.00297,3.25,1868.88825265,True,False
2026-07-25T17:20:24+00:00,BTCUSD,0.00995,10.9,64199.96385231,True,False
2026-07-25T17:30:49+00:00,XRPUSD,0.01,10.95,1.10346316,True,False
2026-07-25T17:30:49+00:00,SOLUSD,0.01,10.95,74.46681487,True,False
2026-07-25T17:30:49+00:00,ETHUSD,0.00288,3.15,1870.46951135,True,False
2026-07-25T17:30:49+00:00,BTCUSD,0.01,10.95,64243.4154954,True,False
2026-07-25T17:41:15+00:00,XRPUSD,0.01,10.95,1.10632008,True,False
2026-07-25T17:41:15+00:00,SOLUSD,0.01,10.95,74.56016325,True,False
2026-07-25T17:41:15+00:00,ETHUSD,0.00271,2.97,1872.50587093,True,False
2026-07-25T17:41:15+00:00,BTCUSD,0.01,10.95,64262.02948978,True,False
2026-07-25T17:51:41+00:00,XRPUSD,0.01,10.95,1.10507377,True,False
2026-07-25T17:51:41+00:00,SOLUSD,0.01,10.95,74.50405554,True,False
2026-07-25T17:51:41+00:00,ETHUSD,0.00247,2.7,1872.3763104,True,False
2026-07-25T17:51:41+00:00,BTCUSD,0.01,10.95,64257.92568246,True,False
2026-07-25T18:02:07+00:00,XRPUSD,0.01,10.95,1.1055199,True,False
2026-07-25T18:02:07+00:00,SOLUSD,0.01,10.95,74.60018439,True,False
2026-07-25T18:02:07+00:00,ETHUSD,0.00234,2.57,1874.30223115,True,False
2026-07-25T18:02:07+00:00,BTCUSD,0.01,10.95,64323.40394292,True,False
2026-07-25T18:12:37+00:00,XRPUSD,0.01,10.95,1.10313794,True,False
2026-07-25T18:12:37+00:00,SOLUSD,0.01,10.95,74.56008805,True,False
2026-07-25T18:12:37+00:00,ETHUSD,0.00197,2.16,1873.40114451,True,False
2026-07-25T18:12:37+00:00,BTCUSD,0.01,10.95,64352.33746849,True,False
2026-07-25T18:23:03+00:00,XRPUSD,0.01,10.95,1.10283306,True,False
2026-07-25T18:23:03+00:00,SOLUSD,0.01,10.95,74.49727402,True,False
2026-07-25T18:23:03+00:00,ETHUSD,0.00162,1.78,1872.72542058,True,False
2026-07-25T18:23:03+00:00,BTCUSD,0.00999,10.94,64340.36781125,True,False
2026-07-25T18:33:29+00:00,XRPUSD,0.01,10.95,1.10325093,True,False
2026-07-25T18:33:29+00:00,SOLUSD,0.01,10.95,74.56684801,True,False
2026-07-25T18:33:29+00:00,ETHUSD,0.00122,1.34,1874.27905675,True,False
2026-07-25T18:33:29+00:00,BTCUSD,0.01,10.95,64377.49031825,True,False
2026-07-25T18:43:54+00:00,XRPUSD,0.01,10.95,1.10324907,True,False
2026-07-25T18:43:54+00:00,SOLUSD,0.01,10.95,74.58487655,True,False
2026-07-25T18:43:54+00:00,ETHUSD,0.00081,0.89,1872.80349856,True,False
2026-07-25T18:43:54+00:00,BTCUSD,0.00996,10.9,64363.08964111,True,False
2026-07-25T18:54:18+00:00,XRPUSD,0.01,10.95,1.10333366,True,False
2026-07-25T18:54:18+00:00,SOLUSD,0.01,10.95,74.61980407,True,False
2026-07-25T18:54:18+00:00,ETHUSD,0.00037,0.41,1872.92905585,True,False
2026-07-25T18:54:18+00:00,BTCUSD,0.00985,10.79,64372.64170589,True,False
2026-07-25T19:04:44+00:00,XRPUSD,0.01,10.95,1.10302367,True,False
2026-07-25T19:04:44+00:00,SOLUSD,0.01,10.95,74.69320188,True,False
2026-07-25T19:04:44+00:00,ETHUSD,-0.0001,-0.11,1874.35494834,True,False
2026-07-25T19:04:44+00:00,BTCUSD,0.00983,10.77,64414.54156748,True,False
2026-07-25T19:15:09+00:00,XRPUSD,0.01,10.95,1.10265396,True,False
2026-07-25T19:15:09+00:00,SOLUSD,0.01,10.95,74.68941482,True,False
